Site,Stem_id,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,functional_group
Talladega,926,71,7/5/2022,PIPA,36.5,5.6,329,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,914,71,7/5/2022,PIPA,16,5.5,211,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,906,71,7/5/2022,PIPA,10.5,5.1,246,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,918,71,7/5/2022,PIPA,18.3,4.6,140,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,911,71,7/5/2022,PIPA,13.8,4.4,227,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,907,71,7/5/2022,PIPA,10.7,4.3,12,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,922,71,7/5/2022,PIPA,22.8,4.2,294,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,924,71,7/5/2022,PIPA,26.7,4.2,122,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,920,71,7/5/2022,PIPA,21.5,3.4,47,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,909,71,7/5/2022,PIPA,11.1,3.3,128,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,912,71,7/5/2022,PIPA,14.8,2.6,104,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,917,71,7/5/2022,PIPA,18.1,1.3,1.3,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,925,71,7/5/2022,PIPA,35.5,1.3,219,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,901,70,7/5/2022,PIEC,14.8,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Talladega,902,70,7/5/2022,PIEC,35.3,,,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Talladega,903,70,7/5/2022,PIPA,52.8,,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,904,70,7/5/2022,PIPA,52.8,,,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,897,69,7/5/2022,PITA,33.3,7.6,29,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,898,69,7/5/2022,PIPA,48.2,2.9,167,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,891,68,7/5/2022,PITA,19.3,7.3,48,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,892,68,7/5/2022,PIEC,31.6,2.7,87,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Talladega,879,67,7/5/2022,PITA,52,4.1,211,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,860,66,7/5/2022,PITA,56.4,4.3,8,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,839,65,7/5/2022,PITA,30.3,7.2,242,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,846,65,7/5/2022,PITA,55.5,6.7,346,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,841,65,7/5/2022,PITA,36,6.3,288,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,838,65,7/5/2022,PITA,21.9,5.1,241,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,840,65,7/5/2022,PITA,33.3,5.1,14,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,845,65,7/5/2022,PITA,45.7,4.9,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,844,65,7/5/2022,PITA,42.3,4,217,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,842,65,7/5/2022,PITA,38.3,3.1,250,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,843,65,7/5/2022,PITA,39.7,2.7,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,829,64,7/5/2022,PITA,24,7.9,130,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,830,64,7/5/2022,PITA,25.9,7.1,93,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,831,64,7/5/2022,PITA,35.9,6.2,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,832,64,7/5/2022,PIPA,47.2,3.8,283,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,827,64,7/5/2022,PITA,20.3,2.7,351,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,828,64,7/5/2022,PITA,20.6,1.4,118,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,810,63,7/5/2022,PITA,26.1,7.7,168,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,811,63,7/5/2022,PITA,33.3,7.4,173,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,815,63,7/5/2022,PIPA,44.5,7.3,120,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Talladega,814,63,7/5/2022,PITA,41.8,4.4,272,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,813,63,7/5/2022,PITA,38,2.8,28,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,812,63,7/5/2022,PITA,35.3,1.9,347,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,798,62,7/5/2022,PITA,45.1,7.9,90,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,795,62,7/5/2022,PITA,27.5,7.8,146,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,797,62,7/5/2022,PITA,39.3,7.6,46,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,791,62,7/5/2022,PITA,18.5,7.5,77,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,792,62,7/5/2022,PITA,21.2,7.2,56,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,796,62,7/5/2022,PITA,36,6.7,158,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,793,62,7/5/2022,PITA,23.4,2.6,341,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,790,62,7/5/2022,PITA,14.7,2.1,234,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,794,62,7/5/2022,PITA,24.4,1.9,140,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,774,61,7/5/2022,PITA,24.9,4.6,268,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,773,61,7/5/2022,PITA,10.2,3.7,117,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,776,61,7/5/2022,PITA,39.9,3,218,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Talladega,775,61,7/5/2022,PITA,28.9,2.9,12,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,760,60,5/19/2022,PITA,17.6,7.9,228,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,755,60,5/19/2022,PITA,11.9,7.7,327,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,757,60,5/19/2022,PITA,12.9,6.4,N/A,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,758,60,5/19/2022,PITA,16.1,6.4,101,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,754,60,5/19/2022,PITA,10.8,6.3,95,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,756,60,5/19/2022,PITA,12.4,5.8,230,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,761,60,5/19/2022,PITA,40.1,4.1,344,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,762,60,5/19/2022,PITA,49.5,2.7,15,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,763,60,5/19/2022,PITA,63.8,2.5,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,759,60,5/19/2022,PITA,16.5,1.6,224,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,750,59,5/19/2022,PITA,56.8,3.6,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,751,59,5/19/2022,PITA,66.8,3.4,249,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,734,58,5/19/2022,PITA,50,5.7,11,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,717,57,5/19/2022,PITA,45.6,6.3,332,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,718,57,5/19/2022,PITA,54,5.4,51,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,701,56,5/18/2022,PIEC,21.8,7.8,17,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,702,56,5/18/2022,PITA,55,3.4,139,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,683,55,5/18/2022,PITA,29.7,4.7,265,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,684,55,5/18/2022,PITA,39.8,4.1,198,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,685,55,5/18/2022,PITA,53.1,3.6,91,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,680,55,5/18/2022,PIEC,11.1,3.1,200,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,681,55,5/18/2022,PITA,15,3.1,89,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,682,55,5/18/2022,PIEC,16,2.7,171,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,663,54,5/18/2022,PIEC,21.9,7.3,270,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,660,54,5/18/2022,PIEC,15.5,6.1,191,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,666,54,5/18/2022,PITA,28,5.4,219,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,668,54,5/18/2022,PITA,36,5.4,353,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,664,54,5/18/2022,PITA,26.9,4.4,157,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,657,54,5/18/2022,PITA,11.1,3.9,155,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,662,54,5/18/2022,PITA,19.5,3.6,211,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,667,54,5/18/2022,PITA,32.7,3.5,223,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,658,54,5/18/2022,PITA,13.4,3.2,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,665,54,5/18/2022,PITA,28,3,22,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,661,54,5/18/2022,PIEC,16.1,2.1,310,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,659,54,5/18/2022,PITA,15.3,1.7,5,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,645,53,5/18/2022,PIEC,26.9,8,253,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,644,53,5/18/2022,PITA,26.1,7.7,128,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,646,53,5/18/2022,PITA,33,5.5,138,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,647,53,5/18/2022,PITA,42.7,5.1,142,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,633,52,5/18/2022,PIEC,21.2,8,358,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,634,52,5/18/2022,PIEC,25.2,4.5,299,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,635,52,5/18/2022,PITA,33.5,3.6,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,632,52,5/18/2022,PIEC,14.2,3.5,39,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Tuskegee,619,51,6/2/2022,PITA,67.1,7.5,351,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,618,51,6/2/2022,PITA,50.2,3.5,347,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,617,51,6/2/2022,PITA,49.7,3.1,18,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,616,51,6/2/2022,PITA,44.7,2.9,148,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,597,50,6/2/2022,PITA,48.5,7.9,162,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,595,50,6/2/2022,PITA,20,6.2,218,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,599,50,6/2/2022,PITA,52.9,5.2,34,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,596,50,6/2/2022,PITA,37.9,5.1,49,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,598,50,6/2/2022,PITA,52.7,3.6,78,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,590,49,6/2/2022,PITA,60,5.8,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,589,49,6/2/2022,PITA,46,4.3,109,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,591,49,6/2/2022,PITA,61.6,3.2,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,584,48,6/2/2022,PIPA,27.3,5.8,10,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,585,48,6/2/2022,PIPA,41.8,4.6,241,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,583,48,6/2/2022,PITA,16.8,3.7,168,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,576,47,6/2/2022,PIPA,36.7,5.9,23,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,577,47,6/2/2022,PIPA,38.4,5.2,340,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,575,47,6/2/2022,PIPA,15.1,2.1,239,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,557,45,6/2/2022,PIPA,33.1,7.8,309,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,556,45,6/2/2022,PITA,30,5.3,3,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,553,45,6/2/2022,PITA,10.4,4.2,126,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,555,45,6/2/2022,PIPA,27.7,3.3,177,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,554,45,6/2/2022,PIPA,18.5,3.2,255,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,547,44,6/2/2022,PIPA,42.8,5.3,278,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,545,44,6/2/2022,PIPA,27.7,2.1,283,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,546,44,6/2/2022,PIPA,33.4,1.9,84,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte
Tuskegee,536,43,6/2/2022,PITA,21.8,7.7,323,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,537,43,6/2/2022,PITA,38.2,5.1,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,528,42,6/2/2022,PITA,26.3,6.3,196,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,530,42,6/2/2022,PITA,34.3,5.9,223,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,529,42,6/2/2022,PITA,33.3,5.5,348,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,532,42,6/2/2022,PITA,56.5,5.1,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,531,42,6/2/2022,PITA,35.4,1.8,51,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,519,41,6/7/2022,PITA,24.7,7.9,104,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,514,41,6/7/2022,PITA,13.1,7.1,242,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,516,41,6/7/2022,PITA,18.5,7.1,271,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,520,41,6/7/2022,PITA,29.6,6.9,331,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,522,41,6/7/2022,PITA,57.7,6.2,112,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,521,41,6/7/2022,PITA,46.9,5.4,221,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,513,41,6/7/2022,PITA,13,5.2,29,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,515,41,6/7/2022,PITA,15.5,4.9,214,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,518,41,6/7/2022,PITA,19.5,4.9,342,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,517,41,6/7/2022,PITA,19.4,2.7,262,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,500,40,6/7/2022,PITA,27.1,7.8,261,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,502,40,6/7/2022,PITA,23.9,6.1,322,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,501,40,6/7/2022,PITA,87.5,4.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,484,39,6/7/2022,PITA,15,68,340,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,486,39,6/7/2022,PITA,33.6,8,220,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,485,39,6/7/2022,PITA,26,7.1,232,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,487,39,6/7/2022,PITA,33.8,6.7,302,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,483,39,6/7/2022,PITA,14.9,5.4,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,488,39,6/7/2022,PITA,34.1,3.2,176,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,489,39,6/7/2022,PITA,42,2.2,342,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,476,38,6/7/2022,PITA,61.3,3.2,199,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,464,37,6/7/2022,PITA,36.4,7.9,21,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,463,37,6/7/2022,PITA,23,7.2,337,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,465,37,6/7/2022,PITA,37.8,5.2,4,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,466,37,6/7/2022,PITA,53.4,5.2,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,453,36,6/7/2022,PITA,33.1,7.6,50,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,454,36,6/7/2022,PITA,54.8,6.2,182,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,452,36,6/7/2022,PITA,26.7,3.3,49,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,442,35,6/7/2022,PITA,47.2,6.5,120,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,441,35,6/7/2022,PITA,26.6,4.4,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,443,35,6/7/2022,PITA,59,2.4,22,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,433,34,6/7/2022,PITA,47.5,7.9,225,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,432,34,6/7/2022,PITA,41.5,7.5,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,434,34,6/7/2022,PITA,53.3,3.2,82,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Tuskegee,431,34,6/7/2022,PITA,32.7,2.8,350,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,407,33,2/24/2022,PIEC,28.3,7.5,48,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,408,33,2/24/2022,PITA,32.7,7.4,290,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,405,33,2/24/2022,PITA,16.2,7.23,297,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,406,33,2/24/2022,PIEC,18.5,6.9,258,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,404,33,2/24/2022,PITA,10.2,4.77,301,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,409,33,2/24/2022,PIEC,42.1,2.41,140,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,375,32,2/24/2022,PITA,29.7,6.34,359,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,374,32,2/24/2022,PIEC,14.2,5.66,304,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,356,31,5/18/2022,PITA,17.6,8,103,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,360,31,5/18/2022,PITA,26.6,6.5,45,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,361,31,5/18/2022,PITA,41,5.2,236,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,363,31,5/18/2022,PITA,44.9,4.3,336,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,362,31,5/18/2022,PITA,43,4.1,266,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,359,31,5/18/2022,PITA,26.1,3.6,270,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,357,31,5/18/2022,PITA,18,3.5,9,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,358,31,5/18/2022,PITA,22.1,3,230,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,342,30,5/18/2022,PITA,17.2,7,152,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,343,30,5/18/2022,PITA,33.4,6.5,129,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,341,30,5/18/2022,PIEC,14,6,203,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
MOT,344,30,5/18/2022,PITA,53.3,5.6,159,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,323,29,5/18/2022,PITA,19,7.5,235,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,326,29,5/18/2022,PITA,31.5,7.5,85,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,324,29,5/18/2022,PITA,24,5.5,178,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,325,29,5/18/2022,PITA,25.8,4.5,270,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,322,29,5/18/2022,PITA,13.4,3,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,304,28,5/18/2022,PITA,12.9,7.2,190,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,307,28,5/18/2022,PITA,27.5,7,200,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,310,28,5/18/2022,PITA,32.5,6.8,N/A,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,305,28,5/18/2022,PITA,21.9,6,195,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,306,28,5/18/2022,PITA,22.2,5.5,190,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,311,28,5/18/2022,PITA,36,3.4,145,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,312,28,5/18/2022,PITA,37.4,3.3,82,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,309,28,5/18/2022,PITA,32.3,3,322,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,303,28,5/18/2022,PITA,11.1,2.7,45,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,308,28,5/18/2022,PITA,29,2,320,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,289,27,5/19/2022,PITA,50.3,5.8,141,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,275,26,5/19/2022,PITA,67.2,6.1,191,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,263,25,5/19/2022,PITA,41.1,7.3,112,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,260,25,5/19/2022,PITA,35.8,6.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,259,25,5/19/2022,PITA,13,5.3,199,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,264,25,5/19/2022,PITA,49.6,4.5,232,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,261,25,5/19/2022,PITA,36.4,4.4,312,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,262,25,5/19/2022,PITA,40.2,3.7,135,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,247,24,5/19/2022,PITA,38.1,8,237,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,245,24,5/19/2022,PITA,37,7.9,197,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,249,24,5/19/2022,PITA,42.2,6.3,122,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,248,24,5/19/2022,PITA,42.2,6.1,61,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
MOT,246,24,5/19/2022,PITA,37.7,5,225,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,229,23,5/19/2022,PIEC,47.7,6.7,217,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte
Kreher,230,23,5/19/2022,PITA,61,6.3,41,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,212,22,5/19/2022,PITA,37.3,5.2,262,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,211,22,5/19/2022,PITA,24.5,4.1,261,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,213,22,5/19/2022,PITA,45,3.9,218,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,194,21,5/19/2022,PITA,25.1,8,137,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,195,21,5/19/2022,PITA,29.6,6.9,79,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,191,21,5/19/2022,PITA,16.4,4.9,145,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
Kreher,193,21,5/19/2022,PITA,24.2,4.6,186,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte
