Site,Plot,Date,Species,DBH,Distance,Azimuth,Genus,Specific epithet,Scientific name,Common name,Functional group,Notes
Tuskegee,36,6/7/2022,QUNI,11.7,5.4,304,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,36,6/7/2022,QUNI,17.6,6,151,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,36,6/7/2022,QUNI,33.2,6.6,209,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,36,6/7/2022,QUNI,47.2,6.7,218,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,36,6/7/2022,PITA,26.7,3.3,49,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,36,6/7/2022,PITA,33.1,7.6,50,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,36,6/7/2022,PITA,54.8,6.2,182,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,36,6/7/2022,LIST,13.2,2.6,184,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,36,6/7/2022,LIST,13.5,3.2,309,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,36,6/7/2022,LIST,14.3,3.3,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,36,6/7/2022,LIST,19.1,4.1,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,36,6/7/2022,LIST,31.1,7.5,38,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,36,6/7/2022,COFL,11.5,1.4,135,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,36,6/7/2022,COFL,12,5,45,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,36,6/7/2022,ALJU,70.1,2.3,172,Albizia ,julibrissin,Albizia julibrissin,mimosa/silk tree,mesophyte,
Tuskegee,37,6/7/2022,PITA,23,7.2,337,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,37,6/7/2022,PITA,36.4,7.9,21,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,37,6/7/2022,PITA,37.8,5.2,4,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,37,6/7/2022,PITA,53.4,5.2,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,37,6/7/2022,LIST,20.5,2.2,124,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,37,6/7/2022,LIST,20.5,4.4,329,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,37,6/7/2022,LIST,22.7,2.5,238,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,37,6/7/2022,LIST,33.3,4,334,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,37,6/7/2022,LIST,344,6.2,85,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,37,6/7/2022,COFL,11.2,4.8,32,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,38,6/7/2022,ULAL,11.2,5.1,398,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Tuskegee,38,6/7/2022,ULAL,14,6.3,38,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Tuskegee,38,6/7/2022,QUNI,56,4.2,121,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,38,6/7/2022,PITA,61.3,3.2,199,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,38,6/7/2022,LIST,25.8,7.9,263,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,38,6/7/2022,LIST,27.2,5.8,250,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,38,6/7/2022,LIST,31.1,5.1,123,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,38,6/7/2022,CARYA,27.5,6.1,202,Carya ,sp.,Carya sp.,hickory,intermediate,
Tuskegee,39,6/7/2022,QUNI,10.5,5.8,120,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,39,6/7/2022,PRSE,10.4,4.8,59,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Tuskegee,39,6/7/2022,PITA,14.9,5.4,202,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,15,68,340,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,26,7.1,232,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,33.6,8,220,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,33.8,6.7,302,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,34.1,3.2,176,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,PITA,42,2.2,342,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,39,6/7/2022,LIST,10.6,5.9,102,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,11,7,109,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,13.7,3.8,128,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,14,3.8,138,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,17.8,6.9,71,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,23.6,5.7,94,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,LIST,29.7,7.3,61,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,39,6/7/2022,COFL,11.3,1,219,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,39,6/7/2022,CARYA,14.1,7.1,20,Carya ,sp.,Carya sp.,hickory,intermediate,
Tuskegee,40,6/7/2022,QUNI,20,5.4,20,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,40,6/7/2022,PITA,27.1,7.8,261,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,40,6/7/2022,PITA,87.5,4.8,143,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,40,6/7/2022,PITA,239,6.1,322,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,40,6/7/2022,LIST,13.5,5.3,283,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,14.4,5.2,288,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,15.1,6.7,262,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,15.7,4.5,230,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,17.3,4.8,42,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,21.1,4.9,248,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,23.9,6.1,322,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,40,6/7/2022,LIST,32.5,7.5,62,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,41,6/7/2022,QUMA,10.2,7.3,218,Quercus ,marilandica,Quercus marilandica,blackjack oak,pyrophyte,
Tuskegee,41,6/7/2022,QUNI,21.4,2.8,351,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,41,6/7/2022,PITA,13,5.2,29,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,13.1,7.1,242,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,15.5,4.9,214,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,18.5,7.1,271,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,19.4,2.7,262,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,19.5,4.9,342,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,24.7,7.9,104,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,29.6,6.9,331,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,46.9,5.4,221,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,PITA,57.7,6.2,112,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,41,6/7/2022,LIST,12.5,2.1,81,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,42,6/2/2022,QUNI,11.1,3.1,339,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,42,6/2/2022,QUNI,31.3,3,137,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,42,6/2/2022,QUNI,32.9,3.2,307,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,42,6/2/2022,PRSE,12.8,7.6,88,Prunus,serotina,Prunusserotina,cherry,mesophyte,
Tuskegee,42,6/2/2022,PITA,26.3,6.3,196,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,42,6/2/2022,PITA,33.3,5.5,348,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,42,6/2/2022,PITA,34.3,5.9,223,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,42,6/2/2022,PITA,35.4,1.8,51,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,42,6/2/2022,PITA,56.5,5.1,172,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,43,6/2/2022,QUNI,12.1,7.9,18,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,43,6/2/2022,QUNI,25.3,4.8,247,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,43,6/2/2022,QUNI,27.1,1.8,341,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,43,6/2/2022,PITA,21.8,7.7,323,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,43,6/2/2022,PITA,38.2,5.1,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,43,6/2/2022,COFL,15.4,7.4,29,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,43,6/2/2022,COFL,19.1,7.8,12,Cornus ,florida,Cornus florida,flowering dogwood,mesophyte,
Tuskegee,44,6/2/2022,QUNI,26.3,6.7,332,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,44,6/2/2022,QUNI,27.8,5.8,19,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,44,6/2/2022,QUNI,32.2,3.3,86,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,44,6/2/2022,QUNI,33.1,2.8,146,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,44,6/2/2022,QUNI,36.6,3.6,141,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,44,6/2/2022,PIPA,27.7,2.1,283,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,44,6/2/2022,PIPA,33.4,1.9,84,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,44,6/2/2022,PIPA,42.8,5.3,278,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,45,6/2/2022,QUNI,17.8,7.8,114,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,45,6/2/2022,QUNI,23.5,5.2,256,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,45,6/2/2022,QUNI,24.9,7.8,114,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,45,6/2/2022,QUNI,26.7,6.7,248,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,45,6/2/2022,QUFA,40.6,2.5,24,Quercus ,falcata,Quercus falcata,southern red oak,pyrophyte,
Tuskegee,45,6/2/2022,PITA,10.4,4.2,126,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,45,6/2/2022,PIPA,18.5,3.2,255,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,45,6/2/2022,PIPA,27.7,3.3,177,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,45,6/2/2022,PITA,30,5.3,3,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,45,6/2/2022,PIPA,33.1,7.8,309,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,45,6/2/2022,LIST,11.4,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,45,6/2/2022,LIST,14.6,7.1,150,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,47,6/2/2022,QUAL,10,7.5,271,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUNI,10.1,4.3,196,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUAL,10.8,6.6,238,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUAL,10.9,6.5,213,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUAL,11.3,7.6,240,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUAL,12.2,4.4,356,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUNI,13.3,7.4,283,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,14.5,2.4,68,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,15,3.4,220,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUAL,15.4,3.9,353,Quercus ,alba,Quercus alba,white oak,pyrophyte,
Tuskegee,47,6/2/2022,QUNI,18.9,7.1,223,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,19.7,2,1,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,24,6.8,156,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,30.5,5.1,39,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,QUNI,31.4,5.3,93,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,47,6/2/2022,PIPA,15.1,2.1,239,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,47,6/2/2022,PIPA,36.7,5.9,23,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,47,6/2/2022,PIPA,38.4,5.2,340,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,47,6/2/2022,DIVI,10.5,1.5,221,Diospyros ,virginiana,Diospyros virginiana,persimmon,mesophyte,
Tuskegee,48,6/2/2022,ULAL,10.8,7,333,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Tuskegee,48,6/2/2022,ULAL,23.9,3.3,126,Ulmus ,alata,Ulmus alata,winged elm,mesophyte,
Tuskegee,48,6/2/2022,QUNI,14.1,7.4,226,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,48,6/2/2022,QUNI,49.5,7.1,335,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,48,6/2/2022,PITA,16.8,3.7,168,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,48,6/2/2022,PIPA,27.3,5.8,10,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,48,6/2/2022,PIPA,41.8,4.6,241,Pinus ,palustris,Pinus palustris,longleaf pine,pyrophyte,
Tuskegee,48,6/2/2022,JUVI,24.7,7.5,193,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
Tuskegee,48,6/2/2022,CARYA,28.4,5.8,226,Carya ,sp.,Carya sp.,hickory,intermediate,
Tuskegee,49,6/2/2022,QUNI,41.2,6.2,101,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
Tuskegee,49,6/2/2022,PITA,46,4.3,109,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,49,6/2/2022,PITA,60,5.8,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,49,6/2/2022,PITA,61.6,3.2,229,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,49,6/2/2022,LIST,15.5,5.3,351,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,49,6/2/2022,LIST,20.5,5,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,49,6/2/2022,LIST,33.3,3.1,341,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,PITA,20,6.2,218,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,50,6/2/2022,PITA,37.9,5.1,49,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,50,6/2/2022,PITA,48.5,7.9,162,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,50,6/2/2022,PITA,52.7,3.6,78,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,50,6/2/2022,PITA,52.9,5.2,34,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,50,6/2/2022,LIST,10.1,6.4,239,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,10.8,3.9,232,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,12,7.8,39,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,12,3,271,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,12.3,5.2,101,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,14.7,2.4,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,16.1,4.8,46,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,16.2,2.4,348,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,16.6,6.6,139,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,18.8,2.9,176,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,19.3,4.9,352,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,23.2,7.7,231,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,33.8,4.4,313,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,35.3,6.1,123,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,LIST,171,4.4,141,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,50,6/2/2022,JUVI,13.2,5.6,229,Juniperus , virginiana,Juniperus  virginiana,eastern red cedar,intermediate,
Tuskegee,51,6/2/2022,PITA,44.7,2.9,148,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,51,6/2/2022,PITA,49.7,3.1,18,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,51,6/2/2022,PITA,50.2,3.5,347,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,51,6/2/2022,PITA,67.1,7.5,351,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
Tuskegee,51,6/2/2022,LIST,12.1,7.7,46,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,13.3,5.6,284,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,14.6,4.4,277,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,19.4,6.5,151,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,22,4.3,121,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,23,4.4,277,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
Tuskegee,51,6/2/2022,LIST,25.8,6.4,211,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,52,5/18/2022,QUNI,18.2,7.4,347,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,52,5/18/2022,QUAL,19.9,6.5,101,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,52,5/18/2022,QUAL,28.7,6,151,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,52,5/18/2022,QUAL,35.9,5.2,90,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,52,5/18/2022,PRSE,14.7,4.1,142,Prunus,serotina,Prunusserotina,cherry,mesophyte,
MOT,52,5/18/2022,PIEC,14.2,3.5,39,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,52,5/18/2022,PIEC,21.2,8,358,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,52,5/18/2022,PIEC,25.2,4.5,299,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,52,5/18/2022,PITA,33.5,3.6,180,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,52,5/18/2022,LITU,15.2,6.8,8,Liriodendron ,tulipifera,Liriodendron tulipifera,tulip poplar,mesophyte,
MOT,52,5/18/2022,LIST,11.9,7.2,168,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,52,5/18/2022,LIST,16.2,3.5,256,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,52,5/18/2022,LIST,17.8,7.5,200,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,52,5/18/2022,LIST,21.3,5,116,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,53,5/18/2022,QUAL,17.8,6.8,198,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,53,5/18/2022,QUNI,20.9,5.4,351,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,53,5/18/2022,QUAL,36.6,3.3,180,Quercus ,alba,Quercus alba,white oak,pyrophyte,
MOT,53,5/18/2022,PITA,26.1,7.7,128,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,53,5/18/2022,PIEC,26.9,8,253,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,53,5/18/2022,PITA,33,5.5,138,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,53,5/18/2022,PITA,42.7,5.1,142,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,53,5/18/2022,LIST,11.2,3.8,246,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,53,5/18/2022,LIST,11.3,6.4,29,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,53,5/18/2022,LIST,13.2,5,357,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,53,5/18/2022,LIST,19.8,0.9,129,Liquidambar ,styraciflua,Liquidambar styraciflua,sweetgum,mesophyte,
MOT,53,5/18/2022,FAGR,15.8,7.9,270,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
MOT,53,5/18/2022,FAGR,26.7,5.6,302,Fagus ,grandifolia,Fagus grandifolia,American beech,mesophyte,
MOT,54,5/18/2022,QUNI,10.2,6,112,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,54,5/18/2022,QUNI,11.4,8,130,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,54,5/18/2022,QUNI,17.2,7.4,241,Quercus ,nigra,Quercus nigra,water oak,mesophyte,
MOT,54,5/18/2022,PITA,11.1,3.9,155,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,13.4,3.2,16,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,15.3,1.7,5,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PIEC,15.5,6.1,191,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,54,5/18/2022,PIEC,16.1,2.1,310,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,54,5/18/2022,PITA,19.5,3.6,211,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PIEC,21.9,7.3,270,Pinus ,echinata,Pinus echinata,shortleaf pine,pyrophyte,
MOT,54,5/18/2022,PITA,26.9,4.4,157,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,28,3,22,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,28,5.4,219,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,32.7,3.5,223,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
MOT,54,5/18/2022,PITA,36,5.4,353,Pinus ,taeda,Pinus taeda,loblolly pine,pyrophyte,
